Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
69515,25,Male,3,Technology,7923,Good,Low,Average,0,No,60,High School,Single,2,Entry,Medium,6,Yes,No,No,Poor,Low,Stayed
16979,58,Female,34,Healthcare,7248,Fair,High,Average,0,No,72,Master’s Degree,Married,0,Senior,Medium,82,Yes,No,Yes,Good,Medium,Stayed
47995,49,Female,22,Finance,6337,Fair,High,Average,0,No,49,Associate Degree,Married,4,Mid,Large,49,No,No,No,Poor,Low,Left
14127,26,Female,14,Education,4924,Poor,High,High,2,Yes,30,Bachelor’s Degree,Married,0,Senior,Medium,53,No,No,No,Poor,Low,Left
28901,36,Female,22,Media,5419,Fair,High,Below Average,0,No,38,Master’s Degree,Married,2,Entry,Medium,33,Yes,No,No,Good,Low,Stayed
61502,27,Female,5,Finance,8842,Poor,Very High,High,0,Yes,4,Master’s Degree,Single,1,Senior,Medium,62,No,No,No,Good,High,Left
49178,39,Female,2,Education,5408,Good,High,Average,2,No,5,High School,Divorced,4,Entry,Medium,16,No,No,No,Good,Medium,Left
2971,45,Male,14,Finance,9950,Fair,High,High,1,Yes,47,Bachelor’s Degree,Married,0,Entry,Large,87,Yes,No,No,Fair,Low,Stayed
13834,55,Female,20,Media,5565,Good,High,Average,3,No,72,High School,Single,0,Mid,Small,39,No,No,No,Fair,High,Stayed
29551,48,Female,8,Healthcare,8200,Fair,Very High,Average,0,Yes,35,Associate Degree,Single,1,Entry,Medium,85,Yes,No,No,Fair,High,Left
39768,53,Male,31,Healthcare,6948,Good,Low,Average,2,Yes,35,Master’s Degree,Single,4,Mid,Small,96,No,No,No,Excellent,Medium,Stayed
56195,47,Female,35,Technology,9220,Good,High,Low,0,Yes,71,Bachelor’s Degree,Single,2,Mid,Large,108,No,No,No,Poor,Medium,Left
494,53,Female,17,Education,4552,Good,Medium,Average,0,No,53,Bachelor’s Degree,Married,1,Senior,Small,62,No,No,No,Good,High,Stayed
50111,25,Male,12,Education,4487,Good,High,High,0,No,20,Master’s Degree,Married,2,Mid,Medium,27,Yes,No,No,Poor,Low,Stayed
48889,30,Male,18,Education,3463,Good,High,High,0,No,39,Master’s Degree,Married,4,Mid,Medium,83,Yes,No,No,Good,Low,Stayed
10483,28,Male,17,Education,4468,Fair,Medium,Low,1,No,39,Associate Degree,Married,2,Senior,Small,73,No,No,No,Good,Medium,Stayed
28524,21,Male,2,Media,5494,Fair,Medium,Below Average,0,No,50,Associate Degree,Married,1,Senior,Small,51,No,No,No,Poor,High,Stayed
6027,21,Male,6,Healthcare,7223,Good,Very High,High,3,Yes,73,Master’s Degree,Single,5,Mid,Small,58,No,No,No,Good,Medium,Stayed
23366,44,Male,32,Media,5578,Fair,Low,High,0,Yes,30,Associate Degree,Married,1,Mid,Medium,111,No,No,No,Fair,Medium,Left
30845,53,Male,5,Technology,8845,Poor,High,High,3,Yes,5,Associate Degree,Single,0,Entry,Large,64,No,No,Yes,Good,Low,Left
8253,27,Male,2,Finance,8941,Excellent,High,Average,0,No,51,Associate Degree,Divorced,1,Entry,Medium,51,No,Yes,Yes,Good,High,Stayed
64357,46,Male,5,Finance,12436,Good,Medium,Average,1,Yes,22,High School,Single,2,Mid,Large,22,No,No,No,Poor,Low,Stayed
22690,22,Male,10,Education,2674,Poor,High,Average,0,No,39,Master’s Degree,Divorced,0,Mid,Small,55,No,No,No,Good,Medium,Stayed
65454,39,Male,24,Education,6029,Good,Very High,High,1,No,69,Bachelor’s Degree,Married,0,Entry,Medium,59,Yes,No,Yes,Good,High,Stayed
53556,46,Male,20,Technology,5967,Excellent,Very High,Average,0,No,68,High School,Single,4,Entry,Large,53,Yes,No,No,Fair,Medium,Left
55325,21,Male,10,Finance,8922,Good,High,Average,1,Yes,44,Master’s Degree,Single,1,Entry,Medium,56,No,No,No,Poor,Low,Left
62410,23,Male,6,Media,6271,Fair,Low,Average,0,No,61,Bachelor’s Degree,Married,0,Senior,Small,31,No,No,Yes,Excellent,High,Left
20896,49,Female,40,Technology,7663,Fair,Medium,Below Average,1,Yes,3,Master’s Degree,Married,3,Mid,Medium,68,No,No,No,Good,Low,Stayed
70480,59,Male,13,Technology,8709,Good,Medium,Average,4,No,45,Bachelor’s Degree,Married,1,Mid,Medium,18,No,No,No,Poor,Low,Stayed
27415,54,Male,24,Education,5059,Poor,Very High,High,1,Yes,19,Bachelor’s Degree,Married,3,Entry,Small,67,No,No,No,Poor,Low,Stayed
23242,32,Female,16,Education,4863,Good,Very High,Average,2,Yes,64,Associate Degree,Married,0,Senior,Medium,47,No,No,Yes,Good,Low,Stayed
53740,45,Male,22,Healthcare,8458,Good,High,Average,0,Yes,74,High School,Single,4,Mid,Small,95,Yes,No,No,Good,Low,Stayed
43910,25,Male,8,Education,4590,Good,High,Below Average,2,Yes,64,Bachelor’s Degree,Single,1,Mid,Medium,24,Yes,No,Yes,Fair,Low,Stayed
32706,41,Female,9,Healthcare,8054,Excellent,High,Average,0,No,73,Associate Degree,Married,2,Entry,Medium,23,No,No,No,Good,High,Left
54472,43,Female,11,Finance,8401,Good,Low,Average,4,No,50,Associate Degree,Married,0,Mid,Medium,22,Yes,No,No,Poor,Very High,Stayed
46070,38,Male,24,Finance,4230,Good,High,Below Average,1,No,47,Master’s Degree,Married,1,Mid,Small,27,Yes,No,No,Poor,Medium,Stayed
71523,43,Female,1,Healthcare,8144,Fair,Medium,Below Average,2,Yes,91,Associate Degree,Divorced,0,Entry,Large,27,No,No,No,Fair,Medium,Left
20109,24,Male,6,Technology,9016,Fair,Medium,Below Average,2,Yes,31,Master’s Degree,Married,0,Mid,Medium,14,No,No,No,Poor,Medium,Stayed
14926,19,Female,7,Technology,9080,Good,Very High,Below Average,2,No,99,Associate Degree,Married,4,Mid,Medium,25,No,No,No,Fair,Low,Stayed
33691,54,Female,18,Healthcare,7751,Fair,High,Average,1,No,46,Associate Degree,Single,4,Senior,Large,52,No,No,No,Good,Medium,Left
46061,28,Female,13,Education,4165,Fair,Very High,Average,0,No,80,Bachelor’s Degree,Single,0,Mid,Large,72,No,No,No,Fair,High,Left
12564,41,Male,5,Technology,8468,Poor,Very High,High,2,Yes,73,Bachelor’s Degree,Married,0,Entry,Small,24,Yes,No,No,Good,High,Stayed
33584,44,Male,28,Education,7122,Good,High,High,1,No,51,High School,Married,1,Senior,Medium,78,No,No,No,Good,Low,Stayed
36788,56,Male,32,Media,6431,Fair,Very High,Average,3,No,19,High School,Married,4,Mid,Medium,90,No,No,No,Poor,High,Stayed
53527,30,Female,4,Finance,8881,Excellent,Medium,Average,0,No,80,Master’s Degree,Married,0,Senior,Medium,8,No,No,Yes,Good,Low,Stayed
30347,23,Female,3,Healthcare,6880,Excellent,Medium,Average,0,No,29,Master’s Degree,Single,1,Entry,Medium,7,No,No,No,Poor,Medium,Left
63986,34,Male,5,Technology,12050,Fair,High,Average,0,No,84,Associate Degree,Single,0,Mid,Medium,25,No,No,Yes,Good,Low,Left
9047,42,Male,2,Media,6223,Fair,High,Average,0,No,45,Associate Degree,Divorced,4,Mid,Small,39,Yes,No,No,Fair,High,Stayed
69702,36,Male,1,Technology,10806,Fair,High,Average,3,Yes,78,High School,Married,1,Entry,Medium,49,No,No,No,Good,Low,Stayed
57257,35,Male,2,Education,3703,Fair,High,Average,0,No,4,Associate Degree,Married,4,Entry,Medium,29,No,No,No,Good,High,Left
44722,27,Male,11,Finance,11134,Fair,High,Average,1,Yes,26,High School,Single,3,Mid,Large,48,No,No,No,Poor,Low,Left
6923,57,Female,32,Education,3249,Poor,Very High,Below Average,0,Yes,9,Bachelor’s Degree,Married,2,Mid,Medium,75,No,No,No,Good,Medium,Stayed
661,39,Male,25,Finance,8891,Excellent,Medium,Average,2,Yes,7,Associate Degree,Married,0,Mid,Large,44,No,No,Yes,Poor,Medium,Stayed
7638,24,Male,12,Technology,8376,Poor,Medium,High,0,No,10,PhD,Divorced,5,Mid,Medium,23,No,No,Yes,Excellent,Low,Stayed
31646,39,Male,28,Finance,10884,Poor,Medium,Below Average,4,No,45,Associate Degree,Divorced,0,Mid,Small,29,No,No,No,Fair,Low,Stayed
17672,23,Female,7,Education,3837,Fair,Very High,High,0,Yes,39,High School,Single,4,Mid,Medium,36,Yes,No,No,Good,Low,Left
70273,32,Male,2,Technology,8958,Fair,High,Average,2,No,26,High School,Single,3,Entry,Small,25,No,No,No,Fair,High,Left
70734,47,Male,13,Finance,6466,Excellent,Very High,High,1,Yes,25,Master’s Degree,Married,4,Entry,Medium,92,No,No,No,Poor,Low,Stayed
63139,39,Male,12,Healthcare,8497,Poor,Medium,Average,0,No,70,Associate Degree,Married,1,Senior,Medium,19,No,No,Yes,Good,Medium,Stayed
53085,42,Male,20,Education,5871,Good,Very High,Below Average,2,No,63,High School,Single,2,Entry,Small,80,No,No,No,Poor,High,Left
51469,44,Male,36,Education,3875,Poor,Very High,High,1,No,69,Bachelor’s Degree,Single,3,Senior,Medium,74,No,No,Yes,Good,Medium,Left
51668,18,Female,8,Technology,11174,Excellent,Medium,Low,0,Yes,49,Associate Degree,Single,1,Entry,Small,29,No,No,No,Good,Low,Left
27168,40,Male,17,Healthcare,8045,Good,Very High,High,2,Yes,2,Associate Degree,Married,0,Mid,Medium,37,No,No,Yes,Excellent,Low,Left
39323,49,Male,35,Education,5278,Excellent,Very High,Average,0,No,62,Associate Degree,Single,1,Mid,Medium,63,No,No,Yes,Good,Low,Stayed
35037,55,Female,30,Technology,5397,Fair,High,Below Average,2,No,57,Master’s Degree,Single,0,Entry,Large,83,Yes,No,No,Fair,Low,Stayed
53445,30,Male,2,Technology,7990,Good,Low,Average,1,No,64,PhD,Divorced,1,Mid,Small,7,No,No,No,Fair,Low,Stayed
34230,28,Male,15,Healthcare,9823,Fair,Low,Average,0,No,6,Bachelor’s Degree,Single,0,Entry,Small,82,No,Yes,No,Good,Low,Left
56783,31,Male,20,Healthcare,7844,Fair,High,Average,0,Yes,18,Bachelor’s Degree,Divorced,1,Mid,Medium,66,No,No,Yes,Excellent,Medium,Left
59981,22,Male,1,Healthcare,5383,Poor,High,Low,1,Yes,59,Master’s Degree,Married,0,Entry,Medium,22,Yes,No,No,Poor,Low,Left
297,38,Male,12,Healthcare,7036,Good,Very High,Average,1,No,49,Bachelor’s Degree,Single,6,Senior,Large,75,No,No,No,Good,Medium,Stayed
51017,54,Female,17,Media,5989,Fair,High,Average,2,Yes,7,Bachelor’s Degree,Divorced,1,Mid,Small,90,No,No,No,Good,High,Left
18297,21,Female,13,Media,5573,Good,Medium,Average,0,Yes,92,Bachelor’s Degree,Single,1,Entry,Medium,37,No,No,No,Poor,Low,Left
7549,26,Male,12,Healthcare,7699,Fair,High,Average,1,No,69,Master’s Degree,Single,3,Senior,Medium,49,No,No,No,Excellent,Low,Stayed
7943,26,Male,12,Education,3318,Good,High,Below Average,3,Yes,98,Bachelor’s Degree,Single,3,Entry,Small,57,No,No,No,Excellent,Medium,Left
53547,21,Female,12,Healthcare,7312,Good,Medium,Average,1,No,89,Bachelor’s Degree,Married,0,Mid,Medium,16,No,No,No,Poor,High,Left
17530,29,Male,20,Healthcare,8051,Good,Very High,Low,2,Yes,38,Master’s Degree,Married,2,Entry,Large,54,No,No,No,Excellent,High,Stayed
68285,35,Male,11,Technology,7336,Excellent,High,Below Average,0,Yes,70,Associate Degree,Married,3,Entry,Large,72,No,No,No,Good,High,Left
29406,35,Female,12,Healthcare,9181,Good,High,Low,2,Yes,97,Master’s Degree,Divorced,4,Senior,Small,37,No,No,Yes,Poor,Low,Left
70774,47,Male,39,Education,4462,Good,High,Average,1,No,83,Master’s Degree,Married,1,Mid,Medium,107,No,No,No,Good,Medium,Left
29182,43,Female,5,Media,5491,Poor,Medium,Below Average,0,Yes,39,High School,Single,0,Entry,Small,21,No,No,No,Good,Medium,Left
20535,56,Female,6,Technology,8137,Good,High,High,0,No,73,Bachelor’s Degree,Married,1,Mid,Medium,64,Yes,No,No,Good,Low,Stayed
26412,27,Male,7,Finance,8169,Excellent,High,Average,4,No,53,Master’s Degree,Single,1,Mid,Small,63,No,No,No,Good,Medium,Left
38493,42,Male,1,Finance,10909,Poor,High,High,0,Yes,95,Master’s Degree,Single,1,Entry,Large,32,No,No,No,Excellent,Low,Left
42624,54,Female,33,Healthcare,7768,Fair,High,Below Average,1,No,50,Bachelor’s Degree,Single,0,Entry,Medium,95,No,No,Yes,Fair,Very High,Left
9639,53,Female,1,Healthcare,9208,Fair,Very High,Average,1,No,77,Bachelor’s Degree,Single,4,Entry,Medium,50,No,No,No,Excellent,Low,Left
49908,46,Male,20,Finance,6968,Excellent,Medium,Average,0,No,40,Master’s Degree,Single,3,Entry,Small,75,No,No,No,Good,High,Left
63000,23,Male,7,Media,5417,Excellent,Medium,Below Average,0,No,31,Master’s Degree,Married,2,Entry,Small,16,No,No,No,Good,Medium,Stayed
13796,32,Female,13,Healthcare,7853,Good,High,Average,1,No,97,Bachelor’s Degree,Married,1,Entry,Medium,16,No,No,No,Good,Low,Stayed
23239,50,Female,9,Education,4939,Good,High,High,0,No,69,Master’s Degree,Single,4,Entry,Small,28,Yes,No,No,Good,High,Left
8382,32,Female,21,Education,3390,Good,High,Low,2,No,33,Bachelor’s Degree,Divorced,1,Mid,Medium,85,No,No,No,Poor,High,Left
64171,47,Female,12,Finance,7536,Good,Low,Average,0,Yes,96,Master’s Degree,Married,0,Entry,Medium,58,No,No,No,Good,High,Left
49630,43,Male,10,Finance,9272,Good,Medium,Average,1,No,13,Master’s Degree,Married,1,Senior,Large,43,No,No,No,Fair,Medium,Stayed
1884,42,Female,17,Education,4417,Excellent,Medium,Low,1,No,46,Master’s Degree,Married,0,Entry,Medium,31,No,No,No,Fair,High,Stayed
27074,56,Male,26,Media,5744,Good,High,Average,0,Yes,82,Master’s Degree,Single,3,Senior,Medium,77,No,No,No,Excellent,Low,Left
32976,40,Male,2,Healthcare,8598,Good,High,High,2,Yes,24,Bachelor’s Degree,Single,2,Entry,Large,70,No,No,No,Good,Low,Left
30566,29,Female,15,Technology,8143,Fair,Very High,High,1,Yes,77,High School,Married,3,Entry,Large,78,No,No,No,Good,Low,Left
25219,33,Male,20,Technology,12394,Good,Low,Below Average,0,No,63,Master’s Degree,Married,3,Senior,Medium,38,No,No,No,Good,Very High,Stayed
16376,53,Male,24,Education,5540,Good,High,High,0,No,69,Bachelor’s Degree,Single,1,Mid,Medium,74,No,No,Yes,Fair,High,Left
4762,26,Female,9,Finance,9914,Good,High,Below Average,0,No,37,High School,Married,2,Entry,Small,65,No,No,Yes,Fair,Low,Left
73553,44,Male,10,Healthcare,7494,Poor,Low,Average,0,No,12,Bachelor’s Degree,Divorced,1,Mid,Medium,36,Yes,No,Yes,Fair,High,Stayed
9885,58,Female,8,Finance,7570,Fair,High,Below Average,0,Yes,4,Master’s Degree,Married,3,Entry,Medium,31,No,No,No,Good,High,Left
45228,37,Female,19,Finance,7547,Excellent,Very High,Below Average,1,No,67,Bachelor’s Degree,Married,1,Entry,Small,57,No,No,No,Fair,High,Left
20638,58,Female,36,Healthcare,9891,Excellent,High,Average,2,No,84,Bachelor’s Degree,Married,0,Entry,Medium,62,No,No,No,Fair,High,Left
23213,32,Female,14,Healthcare,7568,Fair,High,Average,0,No,80,Bachelor’s Degree,Single,0,Entry,Large,79,No,No,No,Poor,Low,Left
497,49,Male,24,Technology,9094,Excellent,High,Average,0,Yes,75,Bachelor’s Degree,Single,0,Entry,Small,97,No,No,No,Good,Low,Left
44465,38,Male,15,Media,5757,Good,High,Below Average,0,Yes,53,PhD,Married,0,Entry,Medium,47,No,No,No,Poor,High,Stayed
4009,36,Male,5,Healthcare,9105,Excellent,High,Below Average,2,No,40,Master’s Degree,Married,0,Entry,Medium,10,No,No,No,Poor,Low,Stayed
60521,45,Female,9,Technology,9621,Fair,High,Average,0,No,6,Bachelor’s Degree,Single,0,Entry,Medium,60,No,No,Yes,Fair,Medium,Left
68932,58,Male,28,Media,6700,Poor,Medium,High,0,Yes,57,Associate Degree,Married,0,Senior,Small,56,Yes,No,Yes,Poor,High,Stayed
64792,58,Male,27,Healthcare,9006,Good,Very High,Average,0,No,23,High School,Married,4,Entry,Medium,87,No,No,No,Good,Medium,Stayed
31251,25,Male,9,Finance,8445,Excellent,High,Average,0,No,95,Bachelor’s Degree,Single,4,Mid,Medium,87,No,No,No,Fair,Medium,Left
8631,27,Male,13,Healthcare,6762,Fair,High,Average,0,No,42,Associate Degree,Married,0,Mid,Medium,14,No,No,No,Poor,Low,Stayed
33441,47,Female,31,Healthcare,8576,Fair,Low,High,3,No,10,High School,Divorced,3,Mid,Medium,46,No,No,Yes,Good,High,Stayed
57208,18,Female,7,Education,3348,Excellent,High,Average,1,No,16,Master’s Degree,Married,1,Mid,Large,44,No,No,No,Fair,Medium,Stayed
25596,44,Female,17,Education,6258,Excellent,Very High,Average,1,Yes,18,Associate Degree,Divorced,2,Entry,Small,64,No,No,No,Good,Low,Left
54893,55,Female,22,Finance,8481,Fair,High,High,0,No,50,Bachelor’s Degree,Married,0,Mid,Small,66,No,No,No,Poor,Low,Stayed
34263,56,Male,15,Healthcare,8145,Excellent,Medium,Average,1,No,34,Associate Degree,Single,0,Entry,Small,29,Yes,No,No,Poor,High,Left
67352,36,Female,13,Technology,8144,Good,High,Average,2,No,56,Associate Degree,Married,1,Senior,Medium,32,Yes,No,No,Good,Low,Stayed
57812,25,Male,12,Healthcare,8240,Fair,High,Average,0,No,93,Associate Degree,Single,2,Mid,Large,61,No,No,Yes,Good,Low,Left
44513,39,Male,20,Healthcare,7161,Fair,Low,Average,1,No,44,Bachelor’s Degree,Single,4,Entry,Medium,33,Yes,Yes,No,Fair,Low,Stayed
36520,50,Male,32,Finance,10896,Excellent,Low,Average,1,Yes,97,Master’s Degree,Single,1,Entry,Small,95,No,No,No,Fair,Very High,Left
2671,50,Male,9,Technology,7156,Fair,Very High,Average,0,No,67,Bachelor’s Degree,Married,1,Mid,Small,76,Yes,No,Yes,Good,High,Stayed
17141,58,Male,14,Finance,4704,Excellent,High,Average,0,Yes,79,Bachelor’s Degree,Single,0,Entry,Small,55,No,No,No,Good,Medium,Stayed
60033,25,Male,13,Education,4610,Fair,Very High,Average,2,No,68,Bachelor’s Degree,Single,4,Mid,Medium,69,No,No,No,Good,High,Stayed
46147,57,Male,10,Healthcare,8751,Good,Medium,Average,2,No,76,Bachelor’s Degree,Single,4,Entry,Medium,78,No,No,Yes,Good,Low,Left
61856,27,Female,4,Education,5163,Fair,High,Average,3,No,15,Associate Degree,Single,0,Senior,Medium,80,No,No,No,Poor,Low,Left
22924,20,Male,1,Finance,9572,Good,High,Average,1,No,46,Associate Degree,Married,0,Mid,Large,9,No,No,No,Good,Low,Stayed
42465,27,Male,19,Education,4318,Good,High,Average,0,Yes,21,Master’s Degree,Divorced,0,Senior,Medium,61,No,No,No,Excellent,Medium,Stayed
63334,36,Male,17,Healthcare,9438,Poor,Medium,High,1,No,85,Bachelor’s Degree,Married,3,Mid,Small,22,Yes,No,No,Good,Low,Stayed
46836,20,Female,1,Finance,7402,Good,High,Average,1,Yes,55,Bachelor’s Degree,Married,2,Entry,Medium,17,No,No,No,Excellent,Medium,Left
45469,55,Male,37,Technology,11203,Excellent,Very High,Average,1,Yes,70,Associate Degree,Married,0,Mid,Medium,82,No,No,No,Good,Medium,Stayed
33415,27,Female,10,Finance,12878,Fair,Low,Below Average,0,No,94,Bachelor’s Degree,Single,0,Entry,Medium,49,Yes,No,No,Fair,Low,Left
59137,59,Male,33,Healthcare,7509,Excellent,High,Average,4,No,30,Bachelor’s Degree,Single,5,Mid,Large,34,No,No,No,Good,Low,Stayed
35878,38,Male,15,Education,3933,Good,High,High,1,No,60,Bachelor’s Degree,Married,2,Senior,Small,76,No,No,No,Good,Medium,Stayed
20715,35,Male,6,Technology,6162,Excellent,High,Low,0,No,60,Master’s Degree,Married,5,Entry,Small,29,Yes,No,No,Fair,High,Stayed
48592,55,Male,44,Technology,10772,Good,Very High,Average,1,No,76,Bachelor’s Degree,Married,4,Entry,Medium,96,No,No,No,Good,Low,Stayed
24400,28,Male,16,Finance,10629,Good,Low,Average,1,Yes,21,Master’s Degree,Married,1,Senior,Small,33,No,No,No,Poor,High,Stayed
47704,51,Male,43,Technology,6337,Excellent,High,High,1,No,37,High School,Married,3,Entry,Medium,50,No,No,No,Good,Low,Stayed
60097,22,Female,2,Healthcare,9561,Poor,High,Average,3,No,19,Bachelor’s Degree,Married,0,Mid,Small,12,Yes,No,No,Poor,Low,Stayed
30847,45,Male,3,Technology,9054,Fair,High,High,2,No,44,High School,Divorced,4,Entry,Small,25,No,No,No,Good,High,Stayed
8525,58,Male,30,Technology,9217,Good,Medium,Below Average,1,No,25,Bachelor’s Degree,Divorced,0,Entry,Medium,55,No,No,No,Poor,High,Left
42323,24,Female,2,Education,3388,Poor,Low,Below Average,0,No,84,Bachelor’s Degree,Married,1,Entry,Medium,15,No,No,No,Good,Low,Left
15523,32,Male,16,Technology,9822,Excellent,High,Average,1,Yes,60,Associate Degree,Married,4,Entry,Medium,32,No,Yes,Yes,Good,Low,Stayed
36660,57,Male,43,Media,5718,Good,High,Average,0,Yes,92,High School,Married,5,Mid,Large,98,No,No,No,Poor,High,Stayed
13845,43,Female,26,Finance,5989,Fair,Medium,Average,0,No,20,Associate Degree,Married,1,Mid,Small,53,No,No,No,Poor,Low,Left
22415,48,Male,31,Technology,6766,Good,Very High,High,0,No,81,Associate Degree,Married,0,Mid,Small,49,No,No,No,Excellent,Low,Stayed
1996,43,Male,26,Technology,9805,Good,Very High,High,2,No,14,Bachelor’s Degree,Married,0,Senior,Medium,73,No,Yes,No,Good,High,Stayed
27529,34,Female,12,Technology,9077,Good,High,Average,1,No,36,Master’s Degree,Single,3,Entry,Large,18,No,No,No,Poor,High,Left
60262,38,Female,4,Healthcare,8486,Excellent,High,Average,0,No,45,Associate Degree,Married,1,Senior,Medium,48,No,Yes,No,Poor,Low,Stayed
72629,40,Male,11,Education,4270,Excellent,High,Average,0,Yes,63,PhD,Married,6,Entry,Large,67,Yes,No,No,Good,High,Stayed
54556,57,Female,10,Technology,10829,Good,High,High,0,No,91,Master’s Degree,Single,3,Entry,Large,11,No,No,No,Good,High,Left
43555,29,Male,17,Technology,10834,Good,High,Average,0,No,25,Associate Degree,Single,2,Mid,Medium,88,No,No,No,Good,High,Stayed
55798,45,Male,33,Healthcare,7495,Fair,Medium,Average,0,No,50,Master’s Degree,Single,1,Entry,Small,111,Yes,No,No,Good,High,Stayed
24436,27,Female,15,Technology,7696,Good,Medium,Average,0,Yes,10,Master’s Degree,Divorced,0,Entry,Small,33,No,No,No,Excellent,Medium,Stayed
28835,23,Female,4,Education,4403,Good,Very High,Below Average,1,No,43,Bachelor’s Degree,Married,3,Senior,Medium,41,No,No,No,Excellent,High,Stayed
73314,49,Male,2,Education,4760,Fair,Very High,Average,1,No,89,Bachelor’s Degree,Divorced,0,Mid,Medium,9,No,No,No,Excellent,High,Left
57200,57,Male,3,Technology,9059,Poor,Low,Average,1,No,4,High School,Married,1,Mid,Large,70,No,No,Yes,Good,Low,Stayed
37744,52,Male,37,Finance,7538,Fair,High,Low,0,No,89,High School,Single,1,Entry,Medium,62,No,No,Yes,Poor,Medium,Left
56175,55,Female,11,Education,3330,Good,High,Average,0,Yes,53,Bachelor’s Degree,Single,2,Mid,Medium,22,Yes,No,No,Good,Medium,Left
43627,28,Male,8,Healthcare,8244,Good,High,Average,0,No,73,Associate Degree,Married,3,Entry,Large,76,No,No,Yes,Good,Low,Left
9423,43,Female,28,Technology,4993,Good,High,High,0,No,39,Associate Degree,Divorced,2,Entry,Medium,84,Yes,No,Yes,Good,High,Stayed
2979,51,Male,27,Technology,10247,Fair,High,Average,2,No,63,Master’s Degree,Married,4,Mid,Small,105,No,No,No,Fair,Medium,Stayed
1116,25,Male,11,Finance,5986,Excellent,Medium,Average,0,Yes,8,Bachelor’s Degree,Single,3,Mid,Small,76,No,No,No,Poor,Medium,Left
45784,35,Male,15,Media,5801,Good,Very High,Below Average,1,No,37,Bachelor’s Degree,Divorced,0,Mid,Large,83,Yes,No,No,Good,Medium,Stayed
3089,47,Male,10,Media,5608,Good,Medium,High,1,Yes,22,Bachelor’s Degree,Divorced,3,Mid,Medium,50,No,No,No,Poor,Low,Left
46554,46,Female,15,Finance,8054,Excellent,Medium,Below Average,3,No,67,Associate Degree,Single,0,Mid,Large,75,No,No,No,Good,Low,Stayed
4262,49,Male,8,Finance,8203,Good,High,Below Average,1,Yes,92,Bachelor’s Degree,Married,2,Entry,Medium,52,No,No,No,Good,High,Left
19334,20,Female,3,Healthcare,7610,Excellent,High,Average,0,No,89,High School,Single,0,Mid,Small,68,Yes,No,No,Good,Low,Stayed
23556,44,Female,9,Media,5552,Excellent,Low,Below Average,2,No,41,Master’s Degree,Married,6,Entry,Large,87,No,No,No,Good,Low,Stayed
18800,49,Male,4,Media,5640,Fair,High,Average,2,No,35,Bachelor’s Degree,Married,5,Entry,Medium,15,No,No,No,Good,Medium,Left
23773,24,Female,11,Finance,4395,Good,Medium,High,0,No,62,Bachelor’s Degree,Married,0,Senior,Small,26,No,No,No,Fair,Medium,Stayed
64515,47,Female,31,Media,5861,Good,Medium,High,0,Yes,81,High School,Married,1,Mid,Medium,57,No,No,No,Fair,Medium,Left
66238,28,Male,12,Finance,10824,Good,Medium,Average,1,No,63,Associate Degree,Married,1,Entry,Medium,33,No,No,No,Fair,Medium,Stayed
71807,55,Male,44,Healthcare,9898,Good,Medium,Average,0,No,21,High School,Single,3,Mid,Small,112,No,No,No,Good,Medium,Left
51691,53,Male,25,Technology,9124,Poor,Medium,Average,1,No,9,High School,Married,3,Mid,Medium,102,No,No,Yes,Good,Medium,Stayed
21768,28,Male,20,Media,6429,Good,High,Low,2,No,8,High School,Married,1,Entry,Medium,89,No,No,Yes,Poor,Low,Stayed
14962,18,Female,1,Healthcare,9190,Good,Very High,Average,0,No,44,High School,Divorced,3,Mid,Medium,64,No,No,No,Good,Low,Left
25412,25,Female,9,Education,5370,Fair,Low,High,1,No,6,Bachelor’s Degree,Married,4,Entry,Small,15,No,No,No,Poor,Low,Left
14482,22,Female,2,Education,2986,Fair,Very High,Average,0,No,46,Bachelor’s Degree,Divorced,3,Entry,Small,58,Yes,No,No,Poor,Low,Stayed
7026,45,Male,11,Education,4639,Good,Low,Average,0,No,65,High School,Single,1,Entry,Small,46,Yes,No,Yes,Good,Medium,Left
55660,52,Female,11,Technology,8985,Fair,High,Average,1,No,40,Bachelor’s Degree,Married,3,Entry,Large,17,No,No,No,Fair,Medium,Left
800,43,Male,1,Technology,6753,Good,High,Below Average,0,No,80,Associate Degree,Married,1,Entry,Medium,37,Yes,No,No,Good,High,Left
428,53,Male,8,Technology,7563,Fair,Very High,Average,0,No,17,Bachelor’s Degree,Single,0,Entry,Medium,77,Yes,No,No,Good,Low,Left
42680,23,Male,9,Media,6074,Fair,High,Below Average,0,No,63,High School,Single,0,Senior,Medium,24,No,No,No,Good,Medium,Stayed
69978,36,Female,5,Finance,6637,Fair,Low,Average,0,No,64,Master’s Degree,Married,0,Entry,Medium,16,No,No,No,Good,High,Left
67160,52,Female,42,Healthcare,8185,Good,Very High,Below Average,2,Yes,39,Master’s Degree,Married,2,Entry,Large,73,No,No,No,Fair,High,Left
17274,18,Male,7,Technology,8665,Poor,High,Below Average,0,No,25,Associate Degree,Divorced,2,Entry,Large,40,No,No,No,Good,Medium,Left
